Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A]
2025-11-04-,22,48, 7,16.88,49.50,-1.39,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,681.40,723.80,793.00,827.80,873.70,870.40,845.50,835.00,880.50,856.70,817.60,870.60,720.40,747.40,745.90,695.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48, 8,16.90,49.49,-1.39,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,682.00,723.80,793.70,827.80,874.40,870.40,845.50,835.00,880.50,856.70,817.60,870.60,720.40,747.40,745.90,695.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48, 9,16.92,49.53,-1.38,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,682.00,724.50,793.70,828.60,874.40,871.20,846.10,835.80,881.30,857.50,818.30,871.30,721.10,748.10,746.40,695.80,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,10,16.93,49.54,-1.36,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,682.00,724.50,793.70,828.60,874.40,871.20,846.10,835.80,881.30,857.50,818.30,871.30,721.10,748.10,746.40,695.80,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,11,16.95,49.50,-1.38,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,682.50,724.50,794.30,828.60,875.20,871.20,846.10,835.80,881.30,857.50,818.30,871.30,721.10,748.10,746.40,695.80,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,12,16.97,49.50,-1.38,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,682.50,725.10,794.30,829.30,875.20,871.90,846.90,836.60,881.90,858.20,819.00,872.00,721.90,748.60,747.00,696.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,13,16.98,49.50,-1.38,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,682.50,725.10,794.30,829.30,875.20,871.90,846.90,836.60,881.90,858.20,819.00,872.00,721.90,748.60,747.00,696.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,14,17.00,49.49,-1.36,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,683.10,725.70,795.10,830.00,875.90,872.70,846.90,836.60,881.90,858.20,819.00,872.00,721.90,748.60,747.00,696.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,15,17.02,49.53,-1.38,-1.34,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,683.10,725.70,795.10,830.00,875.90,872.70,847.60,837.40,882.70,858.90,819.70,872.60,722.50,749.30,747.50,696.80,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,16,17.03,49.49,-1.39,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,683.10,725.70,795.10,830.00,875.90,872.70,847.60,837.40,882.70,858.90,819.70,872.60,722.50,749.30,747.50,696.80,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,17,17.05,49.50,-1.39,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,683.70,726.40,795.70,830.80,876.60,873.40,847.60,837.40,882.70,858.90,819.70,872.60,722.50,749.30,747.50,696.80,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,18,17.07,49.53,-1.38,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,683.70,726.40,795.70,830.80,876.60,873.40,848.40,838.10,883.50,859.60,820.50,873.30,723.30,749.90,748.00,697.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,19,17.08,49.51,-1.39,-1.34,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,683.70,726.40,795.70,830.80,876.60,873.40,848.40,838.10,883.50,859.60,820.50,873.30,723.30,749.90,748.00,697.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,20,17.10,49.51,-1.38,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.80,684.20,726.90,796.40,831.50,877.20,874.10,849.10,838.10,884.20,859.60,821.20,873.30,723.30,749.90,748.00,697.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,21,17.12,49.50,-1.37,-1.34,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.80,684.20,726.90,796.40,831.50,877.20,874.10,849.10,838.80,884.20,860.40,821.20,873.90,724.00,750.50,748.50,697.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,22,17.13,49.49,-1.39,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.80,684.20,726.90,796.40,831.50,877.20,874.10,849.10,838.80,884.20,860.40,821.20,873.90,724.00,750.50,748.50,697.90,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,23,17.15,49.53,-1.38,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,684.80,727.60,797.10,832.30,878.00,874.90,849.90,838.80,885.00,860.40,821.90,873.90,724.00,750.50,748.50,697.90,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,24,17.17,49.48,-1.39,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,684.80,727.60,797.10,832.30,878.00,874.90,849.90,839.60,885.00,861.10,821.90,874.60,724.70,751.20,749.00,698.40,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,25,17.18,49.50,-1.38,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,684.80,727.60,797.10,832.30,878.00,874.90,849.90,839.60,885.00,861.10,821.90,874.60,724.70,751.20,749.00,698.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,26,17.20,49.53,-1.36,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,685.40,728.20,797.80,833.00,878.70,875.60,850.60,840.40,885.70,861.80,822.60,875.20,724.70,751.20,749.00,698.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,27,17.22,49.50,-1.39,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,685.40,728.20,797.80,833.00,878.70,875.60,850.60,840.40,885.70,861.80,822.60,875.20,725.50,751.80,749.50,698.90,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,28,17.23,49.50,-1.39,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,685.40,728.20,797.80,833.00,878.70,875.60,850.60,840.40,885.70,861.80,822.60,875.20,725.50,751.80,749.50,698.90,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,29,17.25,49.54,-1.39,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.80,686.00,728.90,798.50,833.70,879.40,876.30,851.30,841.10,886.50,862.50,823.30,875.90,725.50,751.80,749.50,698.90,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,30,17.27,49.50,-1.39,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.80,686.00,728.90,798.50,833.70,879.40,876.30,851.30,841.10,886.50,862.50,823.30,875.90,726.10,752.40,750.10,699.50,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,31,17.28,49.53,-1.38,-1.33,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,686.00,728.90,798.50,833.70,879.40,876.30,851.30,841.10,886.50,862.50,823.30,875.90,726.10,752.40,750.10,699.50,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,32,17.30,49.49,-1.39,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,686.50,729.50,799.10,834.40,880.20,877.10,852.10,841.90,887.20,863.30,824.10,876.50,726.10,752.40,750.10,699.50,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,33,17.32,49.51,-1.38,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,89.80,686.50,729.50,799.10,834.40,880.20,877.10,852.10,841.90,887.20,863.30,824.10,876.50,726.90,753.00,750.50,699.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,34,17.33,49.50,-1.38,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.80,686.50,729.50,799.10,834.40,880.20,877.10,852.10,841.90,887.20,863.30,824.10,876.50,726.90,753.00,750.50,699.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,35,17.35,49.50,-1.38,-1.32,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.80,687.10,730.10,799.80,835.20,880.90,877.80,852.80,842.60,888.00,863.90,824.70,877.20,727.60,753.00,751.10,699.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,36,17.37,49.50,-1.38,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,99.90,0.00,89.80,687.10,730.10,799.80,835.20,880.90,877.80,852.80,842.60,888.00,863.90,824.70,877.20,727.60,753.60,751.10,700.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,37,17.38,49.51,-1.39,-1.34,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,687.60,730.10,800.50,835.20,881.60,877.80,852.80,842.60,888.00,863.90,824.70,877.20,727.60,753.60,751.10,700.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,38,17.40,49.53,-1.38,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,687.60,730.70,800.50,835.80,881.60,878.50,853.50,843.30,888.70,864.70,825.50,877.90,728.20,753.60,751.60,700.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,39,17.42,49.54,-1.39,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,687.60,730.70,800.50,835.80,881.60,878.50,853.50,843.30,888.70,864.70,825.50,877.90,728.20,754.20,751.60,700.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,40,17.43,49.49,-1.38,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,688.20,730.70,801.20,835.80,882.30,878.50,853.50,843.30,888.70,864.70,825.50,877.90,728.20,754.20,751.60,700.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,41,17.45,49.50,-1.38,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,688.20,731.30,801.20,836.60,882.30,879.30,854.30,844.10,889.50,865.30,826.20,878.50,729.00,754.80,752.10,701.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,42,17.47,49.50,-1.36,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,688.20,731.30,801.20,836.60,882.30,879.30,854.30,844.10,889.50,865.30,826.20,878.50,729.00,754.80,752.10,701.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,43,17.48,49.50,-1.36,-1.34,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,688.80,732.00,801.90,837.20,883.00,879.90,854.30,844.10,889.50,865.30,826.20,878.50,729.00,754.80,752.10,701.40,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,44,17.50,49.50,-1.38,-1.34,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,688.80,732.00,801.90,837.20,883.00,879.90,855.00,844.80,890.20,866.00,826.90,879.20,729.60,755.50,752.60,701.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,45,17.52,49.54,-1.37,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,688.80,732.00,801.90,837.20,883.00,879.90,855.00,844.80,890.20,866.00,826.90,879.20,729.60,755.50,752.60,701.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,46,17.53,49.50,-1.38,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,689.30,732.60,802.50,838.00,883.70,880.60,855.00,844.80,890.20,866.00,826.90,879.20,729.60,755.50,752.60,701.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,47,17.55,49.50,-1.39,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,689.30,732.60,802.50,838.00,883.70,880.60,855.70,845.60,890.90,866.80,827.60,879.80,730.30,756.10,753.10,702.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,48,17.57,49.51,-1.39,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,689.30,732.60,802.50,838.00,883.70,880.60,855.70,845.60,890.90,866.80,827.60,879.80,730.30,756.10,753.10,702.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,49,17.58,49.51,-1.38,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,689.80,733.20,803.20,838.70,884.40,881.40,855.70,845.60,890.90,866.80,827.60,879.80,730.30,756.10,753.10,702.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,50,17.60,49.53,-1.38,-1.33,-0.84,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,689.80,733.20,803.20,838.70,884.40,881.40,856.50,846.30,891.60,867.40,828.20,880.50,731.10,756.70,753.60,702.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,51,17.62,49.50,-1.39,-1.35,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,89.80,689.80,733.20,803.20,838.70,884.40,881.40,856.50,846.30,891.60,867.40,828.20,880.50,731.10,756.70,753.60,702.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,52,17.63,49.50,-1.39,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.90,690.30,733.80,803.90,839.30,885.10,882.00,857.10,846.30,892.40,867.40,828.90,880.50,731.10,756.70,753.60,702.90,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,53,17.65,49.50,-1.38,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.90,690.30,733.80,803.90,839.30,885.10,882.00,857.10,847.00,892.40,868.20,828.90,881.00,731.70,757.30,754.10,703.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,54,17.67,49.50,-1.38,-1.33,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.90,690.30,733.80,803.90,839.30,885.10,882.00,857.10,847.00,892.40,868.20,828.90,881.00,731.70,757.30,754.10,703.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,55,17.68,49.50,-1.36,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,691.00,734.40,804.50,840.00,885.80,882.80,857.80,847.80,893.10,868.80,829.70,881.70,731.70,757.30,754.10,703.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,48,56,17.70,49.53,-1.38,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,691.00,734.40,804.50,840.00,885.80,882.80,857.80,847.80,893.10,868.80,829.70,881.70,732.40,757.90,754.60,703.80,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,57,17.72,49.51,-1.37,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,691.00,734.40,804.50,840.00,885.80,882.80,857.80,847.80,893.10,868.80,829.70,881.70,732.40,757.90,754.60,703.80,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,58,17.73,49.49,-1.38,-1.35,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,691.40,735.00,805.20,840.70,886.40,883.50,858.50,848.40,893.80,869.50,830.30,882.30,732.40,757.90,754.60,703.80,1448.50,1448.50,0.006,4.840,87.000
2025-11-04-,22,48,59,17.75,49.51,-1.39,-1.34,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,691.40,735.00,805.20,840.70,886.40,883.50,858.50,848.40,893.80,869.50,830.30,882.30,733.00,758.50,755.10,704.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,49, 0,17.77,49.50,-1.38,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.90,691.40,735.00,805.20,840.70,886.40,883.50,858.50,848.40,893.80,869.50,830.30,882.30,733.00,758.50,755.10,704.30,1448.50,1448.50,0.005,4.840,87.100
2025-11-04-,22,49, 1,17.78,49.54,-1.39,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.90,692.00,735.60,805.80,841.40,887.10,884.20,859.20,849.20,894.60,870.30,831.00,882.90,733.00,758.50,755.10,704.30,1448.50,1448.50,0.005,4.840,87.100
2025-11-04-,22,49, 2,17.80,49.50,-1.38,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.90,692.00,735.60,805.80,841.40,887.10,884.20,859.20,849.20,894.60,870.30,831.00,882.90,733.80,759.10,755.60,704.70,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,49, 3,17.82,49.51,-1.38,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,692.00,735.60,805.80,841.40,887.10,884.20,859.20,849.20,894.60,870.30,831.00,882.90,733.80,759.10,755.60,704.70,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,49, 4,17.83,49.50,-1.38,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,692.50,736.20,806.50,842.10,887.80,884.90,860.00,850.00,895.30,870.90,831.80,883.60,734.50,759.10,756.10,704.70,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49, 5,17.85,49.50,-1.39,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.80,692.50,736.20,806.50,842.10,887.80,884.90,860.00,850.00,895.30,870.90,831.80,883.60,734.50,759.70,756.10,705.30,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49, 6,17.87,49.53,-1.39,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.90,692.50,736.20,806.50,842.10,887.80,884.90,860.00,850.00,895.30,870.90,831.80,883.60,734.50,759.70,756.10,705.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,49, 7,17.88,49.50,-1.38,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.90,693.10,736.80,807.10,842.80,888.50,885.60,860.60,850.60,895.90,871.60,832.40,884.20,735.10,759.70,756.60,705.30,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,49, 8,17.90,49.49,-1.38,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.10,99.90,0.00,89.90,693.10,736.80,807.10,842.80,888.50,885.60,860.60,850.60,895.90,871.60,832.40,884.20,735.10,760.30,756.60,705.80,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49, 9,17.92,49.50,-1.39,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.90,693.60,736.80,807.80,842.80,889.20,885.60,860.60,850.60,895.90,871.60,832.40,884.20,735.10,760.30,756.60,705.80,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,10,17.93,49.50,-1.38,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.90,693.60,737.30,807.80,843.50,889.20,886.20,861.40,851.40,896.60,872.30,833.10,884.90,735.80,760.80,757.00,706.20,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,49,11,17.95,49.50,-1.38,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.90,693.60,737.30,807.80,843.50,889.20,886.20,861.40,851.40,896.60,872.30,833.10,884.90,735.80,760.80,757.00,706.20,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,49,12,17.97,49.50,-1.38,-1.33,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,694.10,737.90,808.40,844.10,889.80,887.00,861.40,851.40,896.60,872.30,833.10,884.90,735.80,760.80,757.00,706.20,1448.50,1448.50,0.005,4.840,87.000
2025-11-04-,22,49,13,17.98,49.54,-1.38,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,694.10,737.90,808.40,844.10,889.80,887.00,862.10,852.10,897.30,872.90,833.70,885.40,736.50,761.50,757.50,706.70,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,14,18.00,49.50,-1.38,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,694.10,737.90,808.40,844.10,889.80,887.00,862.10,852.10,897.30,872.90,833.70,885.40,736.50,761.50,757.50,706.70,1448.50,1448.50,0.006,4.850,87.000
2025-11-04-,22,49,15,18.02,49.53,-1.38,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,694.60,738.50,809.00,844.80,890.50,887.60,862.10,852.10,897.30,872.90,833.70,885.40,736.50,761.50,757.50,706.70,1448.50,1448.50,0.006,4.850,87.000
2025-11-04-,22,49,16,18.03,49.54,-1.38,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,694.60,738.50,809.00,844.80,890.50,887.60,862.70,852.80,898.10,873.70,834.40,886.10,737.10,762.00,758.00,707.10,1448.50,1448.50,0.006,4.850,87.000
2025-11-04-,22,49,17,18.05,49.51,-1.37,-1.35,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,694.60,738.50,809.00,844.80,890.50,887.60,862.70,852.80,898.10,873.70,834.40,886.10,737.10,762.00,758.00,707.10,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,18,18.07,49.50,-1.38,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,695.20,739.10,809.70,845.60,891.30,888.30,862.70,852.80,898.10,873.70,834.40,886.10,737.10,762.00,758.00,707.10,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,19,18.08,49.54,-1.38,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,695.20,739.10,809.70,845.60,891.30,888.30,863.50,853.50,898.80,874.30,835.10,886.70,737.80,762.60,758.50,707.60,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,20,18.10,49.54,-1.39,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,695.20,739.10,809.70,845.60,891.30,888.30,863.50,853.50,898.80,874.30,835.10,886.70,737.80,762.60,758.50,707.60,1448.50,1448.50,0.006,4.850,87.000
2025-11-04-,22,49,21,18.12,49.50,-1.37,-1.35,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,695.70,739.60,810.30,846.10,891.80,889.00,864.10,853.50,899.50,874.30,835.70,886.70,737.80,762.60,758.50,707.60,1448.50,1448.50,0.006,4.850,87.000
2025-11-04-,22,49,22,18.13,49.53,-1.38,-1.34,-0.84,-0.08,-0.40,200.00,100.00,0.00,100.20,99.90,0.00,89.80,695.70,739.60,810.30,846.10,891.80,889.00,864.10,854.20,899.50,875.00,835.70,887.30,738.40,763.10,759.00,708.10,1448.50,1448.50,0.006,4.850,87.000
2025-11-04-,22,49,23,18.15,49.53,-1.37,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.30,99.90,0.00,89.80,695.70,739.60,810.30,846.10,891.80,889.00,864.10,854.20,899.50,875.00,835.70,887.30,738.40,763.10,759.00,708.10,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,24,18.17,49.50,-1.39,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.30,99.90,0.00,89.90,696.30,740.30,810.90,846.90,892.60,889.70,864.90,854.90,900.20,875.70,836.50,887.90,738.40,763.10,759.00,708.10,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,25,18.18,49.51,-1.38,-1.33,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.30,99.90,0.00,89.90,696.30,740.30,810.90,846.90,892.60,889.70,864.90,854.90,900.20,875.70,836.50,887.90,739.10,763.80,759.50,708.60,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,26,18.20,49.50,-1.38,-1.33,-0.85,-0.08,-0.40,200.00,100.00,0.00,100.30,99.90,0.00,89.90,696.30,740.30,810.90,846.90,892.60,889.70,864.90,854.90,900.20,875.70,836.50,887.90,739.10,763.80,759.50,708.60,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,27,18.22,49.54,-1.39,-1.34,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.30,99.90,0.00,89.80,696.70,740.80,811.50,847.50,893.10,890.40,865.50,855.60,900.80,876.30,837.10,888.50,739.10,763.80,759.50,708.60,1448.50,1448.50,0.005,4.850,87.000
2025-11-04-,22,49,28,18.23,49.53,-1.39,-1.33,-0.86,-0.08,-0.40,200.00,100.00,0.00,100.30,99.90,0.00,89.80,696.70,740.80,811.50,847.50,893.10,890.40,865.50,855.60,900.80,876.30,837.10,888.50,739.80,764.30,760.00,709.00,1448.50,1448.50,0.006,4.850,87.100
2025-11-04-,22,49,29,18.25,49.51,-1.38,-1.34,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.30,99.90,0.00,89.90,696.70,740.80,811.50,847.50,893.10,890.40,865.50,855.60,900.80,876.30,837.10,888.50,739.80,764.30,760.00,709.00,1448.50,1448.50,0.006,4.850,87.000
2025-11-04-,22,49,30,18.27,49.53,-1.38,-1.35,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.30,99.90,0.00,89.90,697.30,741.40,812.20,848.20,893.80,891.00,866.20,856.30,901.60,877.00,837.80,889.20,740.50,764.30,760.40,709.00,1448.50,1448.50,0.006,4.850,87.000
2025-11-04-,22,49,31,18.28,49.54,-1.39,-1.33,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.30,99.90,0.00,89.90,697.30,741.40,812.20,848.20,893.80,891.00,866.20,856.30,901.60,877.00,837.80,889.20,740.50,764.90,760.40,709.40,1448.50,1448.50,0.005,4.850,87.100
