Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A]
2025-11-04-,19,24,53,23.77,49.52,-1.42,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,554.60,589.70,648.60,672.90,702.60,693.10,705.30,682.30,743.90,731.50,693.00,732.00,609.90,615.90,601.20,552.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,24,54,23.78,49.50,-1.44,-1.38,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,554.90,590.00,649.10,673.30,703.10,693.60,705.80,682.80,744.30,731.80,693.40,732.40,610.30,615.90,601.50,552.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,24,55,23.80,49.51,-1.41,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,554.90,590.00,649.10,673.30,703.10,693.60,705.80,682.80,744.30,731.80,693.40,732.40,610.30,616.20,601.50,552.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,24,56,23.82,49.50,-1.42,-1.39,-0.92,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,554.90,590.00,649.10,673.30,703.10,693.60,705.80,682.80,744.30,731.80,693.40,732.40,610.30,616.20,601.50,552.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,24,57,23.83,49.50,-1.42,-1.38,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,555.30,590.40,649.40,673.80,703.50,694.00,706.30,683.20,744.70,732.30,693.80,732.70,610.60,616.20,601.90,552.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,24,58,23.85,49.50,-1.41,-1.38,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,555.30,590.40,649.40,673.80,703.50,694.00,706.30,683.20,744.70,732.30,693.80,732.70,610.60,616.60,601.90,553.10,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,24,59,23.87,49.50,-1.43,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,555.60,590.40,649.80,673.80,704.00,694.00,706.30,683.20,744.70,732.30,693.80,732.70,610.60,616.60,601.90,553.10,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 0,23.88,49.50,-1.43,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,555.60,590.80,649.80,674.20,704.00,694.50,706.70,683.70,745.20,732.70,694.20,733.20,611.10,616.90,602.20,553.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 1,23.90,49.49,-1.43,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,555.60,590.80,649.80,674.20,704.00,694.50,706.70,683.70,745.20,732.70,694.20,733.20,611.10,616.90,602.20,553.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 2,23.92,49.49,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.10,556.00,591.20,650.20,674.60,704.40,695.00,706.70,683.70,745.20,732.70,694.20,733.20,611.10,616.90,602.20,553.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 3,23.93,49.50,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.10,556.00,591.20,650.20,674.60,704.40,695.00,707.10,684.20,745.60,733.10,694.60,733.50,611.40,617.30,602.50,553.70,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 4,23.95,49.50,-1.41,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.10,556.00,591.20,650.20,674.60,704.40,695.00,707.10,684.20,745.60,733.10,694.60,733.50,611.40,617.30,602.50,553.70,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 5,23.97,49.50,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,556.30,591.50,650.70,675.00,704.80,695.40,707.10,684.20,745.60,733.10,694.60,733.50,611.40,617.30,602.50,553.70,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 6,23.98,49.50,-1.43,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,556.30,591.50,650.70,675.00,704.80,695.40,707.60,684.60,746.10,733.50,695.10,733.90,611.80,617.60,602.80,554.00,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 7,24.00,49.50,-1.42,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,556.30,591.50,650.70,675.00,704.80,695.40,707.60,684.60,746.10,733.50,695.10,733.90,611.80,617.60,602.80,554.00,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 8,24.02,49.51,-1.42,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,556.60,591.90,651.00,675.40,705.30,695.80,708.00,684.60,746.50,733.50,695.40,733.90,611.80,617.60,602.80,554.00,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25, 9,24.03,49.50,-1.44,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,556.60,591.90,651.00,675.40,705.30,695.80,708.00,685.00,746.50,733.90,695.40,734.30,612.20,618.00,603.10,554.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,10,24.05,49.50,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,556.60,591.90,651.00,675.40,705.30,695.80,708.00,685.00,746.50,733.90,695.40,734.30,612.20,618.00,603.10,554.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,11,24.07,49.52,-1.43,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,556.90,592.30,651.50,675.90,705.70,696.30,708.50,685.50,746.90,734.30,695.80,734.60,612.20,618.00,603.10,554.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,12,24.08,49.51,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,556.90,592.30,651.50,675.90,705.70,696.30,708.50,685.50,746.90,734.30,695.80,734.60,612.60,618.30,603.40,554.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,13,24.10,49.52,-1.43,-1.38,-0.90,-0.08,-0.40,200.00,100.10,0.00,100.10,100.00,0.00,90.10,556.90,592.30,651.50,675.90,705.70,696.30,708.50,685.50,746.90,734.30,695.80,734.60,612.60,618.30,603.40,554.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,14,24.12,49.51,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.10,0.00,100.10,100.00,0.00,90.10,557.30,592.60,651.90,676.30,706.10,696.80,708.90,686.00,747.30,734.70,696.30,734.90,613.00,618.30,603.70,554.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,15,24.13,49.49,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.10,0.00,100.10,100.00,0.00,90.10,557.30,592.60,651.90,676.30,706.10,696.80,708.90,686.00,747.30,734.70,696.30,734.90,613.00,618.70,603.70,554.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,16,24.15,49.50,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.10,0.00,100.10,100.00,0.00,90.20,557.60,592.60,652.30,676.30,706.60,696.80,708.90,686.00,747.30,734.70,696.30,734.90,613.00,618.70,603.70,554.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,17,24.17,49.50,-1.43,-1.38,-0.89,-0.08,-0.40,200.00,100.10,0.00,100.10,100.00,0.00,90.20,557.60,593.00,652.30,676.70,706.60,697.30,709.40,686.40,747.80,735.10,696.60,735.30,613.40,619.00,603.90,555.10,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,18,24.18,49.52,-1.42,-1.38,-0.88,-0.08,-0.40,200.00,100.10,0.00,100.10,100.00,0.00,90.20,557.60,593.00,652.30,676.70,706.60,697.30,709.40,686.40,747.80,735.10,696.60,735.30,613.40,619.00,603.90,555.10,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,19,24.20,49.55,-1.42,-1.39,-0.91,-0.08,-0.40,200.00,100.10,0.00,100.10,100.00,0.00,90.20,557.90,593.00,652.70,676.70,707.00,697.30,709.40,686.40,747.80,735.10,696.60,735.30,613.40,619.00,603.90,555.10,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,20,24.22,49.51,-1.42,-1.39,-0.88,-0.08,-0.40,200.00,100.10,0.00,100.10,100.00,0.00,90.20,557.90,593.40,652.70,677.20,707.00,697.70,709.90,686.90,748.20,735.50,697.00,735.70,613.80,619.40,604.30,555.40,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,21,24.23,49.50,-1.42,-1.39,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,90.20,557.90,593.40,652.70,677.20,707.00,697.70,709.90,686.90,748.20,735.50,697.00,735.70,613.80,619.40,604.30,555.40,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,22,24.25,49.53,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.10,100.10,0.00,90.10,558.20,593.70,653.00,677.60,707.40,698.10,709.90,686.90,748.20,735.50,697.00,735.70,613.80,619.40,604.30,555.40,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,23,24.27,49.49,-1.43,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.10,100.10,0.00,90.10,558.20,593.70,653.00,677.60,707.40,698.10,710.30,687.40,748.60,735.90,697.40,736.00,614.20,619.70,604.50,555.70,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,24,24.28,49.50,-1.44,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.10,100.10,0.00,90.10,558.20,593.70,653.00,677.60,707.40,698.10,710.30,687.40,748.60,735.90,697.40,736.00,614.20,619.70,604.50,555.70,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,25,24.30,49.51,-1.42,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,90.20,558.60,594.10,653.50,678.00,707.90,698.60,710.70,687.40,749.10,735.90,697.80,736.00,614.20,619.70,604.50,555.70,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,26,24.32,49.54,-1.42,-1.38,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,90.20,558.60,594.10,653.50,678.00,707.90,698.60,710.70,687.80,749.10,736.30,697.80,736.40,614.60,620.10,604.80,556.00,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,27,24.33,49.49,-1.42,-1.39,-0.89,-0.08,-0.40,200.00,100.10,0.00,100.10,100.00,0.00,90.20,558.60,594.10,653.50,678.00,707.90,698.60,710.70,687.80,749.10,736.30,697.80,736.40,614.60,620.10,604.80,556.00,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,28,24.35,49.50,-1.43,-1.39,-0.89,-0.08,-0.40,200.00,100.10,0.00,100.10,100.10,0.00,90.20,558.80,594.40,653.90,678.40,708.30,699.00,711.20,687.80,749.50,736.30,698.20,736.40,614.60,620.10,604.80,556.00,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,29,24.37,49.51,-1.43,-1.39,-0.91,-0.08,-0.40,200.00,100.10,0.00,100.10,100.10,0.00,90.20,558.80,594.40,653.90,678.40,708.30,699.00,711.20,688.20,749.50,736.70,698.20,736.80,614.90,620.50,605.20,556.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,30,24.38,49.50,-1.43,-1.39,-0.90,-0.08,-0.40,200.00,100.10,0.00,100.10,100.10,0.00,90.20,558.80,594.40,653.90,678.40,708.30,699.00,711.20,688.20,749.50,736.70,698.20,736.80,614.90,620.50,605.20,556.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,31,24.40,49.50,-1.42,-1.39,-0.88,-0.08,-0.40,200.00,100.10,0.00,100.10,100.10,0.00,90.20,559.20,594.80,654.30,678.80,708.80,699.50,711.60,688.70,749.90,737.10,698.60,737.20,614.90,620.50,605.20,556.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,32,24.42,49.50,-1.41,-1.39,-0.89,-0.08,-0.40,200.00,100.10,0.00,100.10,100.10,0.00,90.20,559.20,594.80,654.30,678.80,708.80,699.50,711.60,688.70,749.90,737.10,698.60,737.20,615.30,620.80,605.50,556.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,33,24.43,49.53,-1.41,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,90.20,559.20,594.80,654.30,678.80,708.80,699.50,711.60,688.70,749.90,737.10,698.60,737.20,615.30,620.80,605.50,556.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,34,24.45,49.50,-1.43,-1.40,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,90.20,559.50,595.20,654.70,679.30,709.20,699.90,712.10,689.10,750.40,737.50,699.00,737.60,615.30,620.80,605.50,556.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,35,24.47,49.50,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.10,100.00,0.00,90.20,559.50,595.20,654.70,679.30,709.20,699.90,712.10,689.10,750.40,737.50,699.00,737.60,615.80,621.20,605.70,556.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,36,24.48,49.55,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.10,0.00,100.00,100.00,0.00,90.20,559.50,595.20,654.70,679.30,709.20,699.90,712.10,689.10,750.40,737.50,699.00,737.60,615.80,621.20,605.70,556.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,37,24.50,49.50,-1.42,-1.40,-0.89,-0.08,-0.40,200.00,100.10,0.00,100.00,100.00,0.00,90.20,559.80,595.50,655.00,679.70,709.60,700.40,712.50,689.60,750.70,737.90,699.30,738.00,616.10,621.20,606.00,556.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,38,24.52,49.50,-1.43,-1.39,-0.89,-0.08,-0.40,200.00,100.10,0.00,100.00,100.00,0.00,90.20,559.80,595.50,655.00,679.70,709.60,700.40,712.50,689.60,750.70,737.90,699.30,738.00,616.10,621.50,606.00,557.10,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,39,24.53,49.51,-1.41,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,560.10,595.50,655.40,679.70,710.00,700.40,712.50,689.60,750.70,737.90,699.30,738.00,616.10,621.50,606.00,557.10,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,40,24.55,49.49,-1.42,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,560.10,595.90,655.40,680.10,710.00,700.90,713.00,690.00,751.20,738.30,699.80,738.30,616.50,621.80,606.40,557.40,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,41,24.57,49.50,-1.43,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,560.10,595.90,655.40,680.10,710.00,700.90,713.00,690.00,751.20,738.30,699.80,738.30,616.50,621.80,606.40,557.40,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,42,24.58,49.49,-1.42,-1.39,-0.92,-0.08,-0.40,200.00,100.00,0.00,100.10,100.10,0.00,90.20,560.50,595.90,655.90,680.10,710.40,700.90,713.00,690.00,751.20,738.30,699.80,738.30,616.50,621.80,606.40,557.40,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,43,24.60,49.50,-1.41,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.10,100.10,0.00,90.20,560.50,596.30,655.90,680.50,710.40,701.30,713.40,690.50,751.60,738.70,700.20,738.70,616.90,622.20,606.60,557.70,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,44,24.62,49.50,-1.44,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,560.50,596.30,655.90,680.50,710.40,701.30,713.40,690.50,751.60,738.70,700.20,738.70,616.90,622.20,606.60,557.70,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,45,24.63,49.51,-1.41,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,560.80,596.60,656.20,680.90,710.90,701.80,713.40,690.50,751.60,738.70,700.20,738.70,616.90,622.20,606.60,557.70,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,46,24.65,49.50,-1.42,-1.38,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,560.80,596.60,656.20,680.90,710.90,701.80,713.80,691.00,752.00,739.10,700.60,739.00,617.20,622.50,606.90,558.00,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,47,24.67,49.53,-1.43,-1.38,-0.88,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,560.80,596.60,656.20,680.90,710.90,701.80,713.80,691.00,752.00,739.10,700.60,739.00,617.20,622.50,606.90,558.00,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,48,24.68,49.50,-1.43,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.10,561.10,596.90,656.60,681.30,711.30,702.20,714.30,691.00,752.50,739.10,701.00,739.00,617.20,622.50,606.90,558.00,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,49,24.70,49.50,-1.42,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.10,561.10,596.90,656.60,681.30,711.30,702.20,714.30,691.40,752.50,739.50,701.00,739.30,617.70,622.90,607.20,558.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,50,24.72,49.50,-1.43,-1.39,-0.90,-0.08,-0.40,200.00,100.10,0.00,100.00,100.10,0.00,90.10,561.10,596.90,656.60,681.30,711.30,702.20,714.30,691.40,752.50,739.50,701.00,739.30,617.70,622.90,607.20,558.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,51,24.73,49.54,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.10,0.00,100.00,100.10,0.00,90.20,561.40,597.20,657.00,681.80,711.80,702.60,714.60,691.90,752.90,739.90,701.30,739.70,617.70,622.90,607.20,558.30,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,52,24.75,49.50,-1.42,-1.39,-0.89,-0.08,-0.40,200.00,100.10,0.00,100.00,100.10,0.00,90.20,561.40,597.20,657.00,681.80,711.80,702.60,714.60,691.90,752.90,739.90,701.30,739.70,618.00,623.20,607.50,558.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,53,24.77,49.51,-1.41,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,561.40,597.20,657.00,681.80,711.80,702.60,714.60,691.90,752.90,739.90,701.30,739.70,618.00,623.20,607.50,558.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,54,24.78,49.50,-1.43,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,561.70,597.70,657.40,682.10,712.20,703.00,715.20,692.30,753.30,740.30,701.80,740.10,618.00,623.20,607.50,558.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,55,24.80,49.50,-1.43,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,561.70,597.70,657.40,682.10,712.20,703.00,715.20,692.30,753.30,740.30,701.80,740.10,618.40,623.50,607.80,558.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,56,24.82,49.51,-1.42,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,561.70,597.70,657.40,682.10,712.20,703.00,715.20,692.30,753.30,740.30,701.80,740.10,618.40,623.50,607.80,558.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,57,24.83,49.54,-1.42,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,562.00,598.00,657.80,682.50,712.60,703.50,715.50,692.70,753.70,740.60,702.10,740.40,618.80,623.50,608.00,558.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,58,24.85,49.55,-1.42,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,100.00,100.00,0.00,90.20,562.00,598.00,657.80,682.50,712.60,703.50,715.50,692.70,753.70,740.60,702.10,740.40,618.80,623.80,608.00,559.10,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,25,59,24.87,49.50,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,562.30,598.00,658.20,682.50,713.10,703.50,715.50,692.70,753.70,740.60,702.10,740.40,618.80,623.80,608.00,559.10,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 0,24.88,49.50,-1.43,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,562.30,598.30,658.20,683.00,713.10,703.90,716.00,693.20,754.10,741.00,702.50,740.80,619.10,624.20,608.30,559.40,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 1,24.90,49.50,-1.42,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,562.30,598.30,658.20,683.00,713.10,703.90,716.00,693.20,754.10,741.00,702.50,740.80,619.10,624.20,608.30,559.40,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 2,24.92,49.50,-1.42,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,562.70,598.70,658.50,683.40,713.40,704.40,716.00,693.20,754.10,741.00,702.50,740.80,619.10,624.20,608.30,559.40,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 3,24.93,49.50,-1.42,-1.38,-0.87,-0.08,-0.40,200.00,100.00,0.00,100.00,100.10,0.00,90.20,562.70,598.70,658.50,683.40,713.40,704.40,716.40,693.60,754.50,741.40,702.90,741.10,619.50,624.60,608.70,559.60,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 4,24.95,49.51,-1.43,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.10,0.00,90.20,562.70,598.70,658.50,683.40,713.40,704.40,716.40,693.60,754.50,741.40,702.90,741.10,619.50,624.60,608.70,559.60,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 5,24.97,49.50,-1.43,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,563.00,599.10,658.90,683.80,713.90,704.80,716.40,693.60,754.50,741.40,702.90,741.10,619.50,624.60,608.70,559.60,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 6,24.98,49.54,-1.42,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,563.00,599.10,658.90,683.80,713.90,704.80,716.90,694.10,754.90,741.80,703.30,741.50,619.90,624.90,608.90,559.90,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 7,25.00,49.54,-1.42,-1.39,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,563.00,599.10,658.90,683.80,713.90,704.80,716.90,694.10,754.90,741.80,703.30,741.50,619.90,624.90,608.90,559.90,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 8,25.02,49.52,-1.42,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,563.30,599.40,659.30,684.20,714.30,705.20,717.20,694.10,755.30,741.80,703.60,741.50,619.90,624.90,608.90,559.90,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26, 9,25.03,49.49,-1.43,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,563.30,599.40,659.30,684.20,714.30,705.20,717.20,694.50,755.30,742.20,703.60,741.80,620.30,625.20,609.20,560.20,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26,10,25.05,49.50,-1.43,-1.38,-0.91,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,563.30,599.40,659.30,684.20,714.30,705.20,717.20,694.50,755.30,742.20,703.60,741.80,620.30,625.20,609.20,560.20,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26,11,25.07,49.50,-1.44,-1.39,-0.89,-0.08,-0.40,200.00,100.00,0.00,99.90,100.10,0.00,90.20,563.60,599.80,659.70,684.60,714.70,705.70,717.70,694.90,755.80,742.50,704.00,742.20,620.30,625.20,609.20,560.20,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26,12,25.08,49.50,-1.44,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.10,0.00,90.20,563.60,599.80,659.70,684.60,714.70,705.70,717.70,694.90,755.80,742.50,704.00,742.20,620.60,625.60,609.50,560.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26,13,25.10,49.50,-1.42,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.10,0.00,90.20,563.60,599.80,659.70,684.60,714.70,705.70,717.70,694.90,755.80,742.50,704.00,742.20,620.60,625.60,609.50,560.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26,14,25.12,49.50,-1.43,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,563.90,600.10,660.00,685.00,715.10,706.10,718.10,695.30,756.20,742.90,704.40,742.50,621.00,625.60,609.80,560.50,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26,15,25.13,49.50,-1.43,-1.38,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,563.90,600.10,660.00,685.00,715.10,706.10,718.10,695.30,756.20,742.90,704.40,742.50,621.00,625.90,609.80,560.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26,16,25.15,49.50,-1.44,-1.37,-0.90,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,563.90,600.10,660.00,685.00,715.10,706.10,718.10,695.30,756.20,742.90,704.40,742.50,621.00,625.90,609.80,560.80,1448.50,1448.50,0.005,3.940,72.100
2025-11-04-,19,26,17,25.17,49.50,-1.41,-1.39,-0.91,-0.08,-0.40,200.00,100.00,0.00,99.90,100.00,0.00,90.20,564.20,600.40,660.40,685.40,715.50,706.60,718.60,695.80,756.60,743.30,704.80,742.90,621.40,625.90,610.00,560.80,1448.50,1448.50,0.005,3.940,72.100
